Mod:Item:MetaData, Localized Name
nuclearcraft:boron:1, 硼-11
nuclearcraft:lithium:0, 锂-6
nuclearcraft:lithium:1, 锂-7
nuclearcraft:lithium_ion_cell, 锂离子电池
nuclearcraft:multitool, 多功能工具
nuclearcraft:geiger_counter, 盖革计数器
nuclearcraft:rad_shielding:0, 轻型辐射屏蔽板
nuclearcraft:rad_shielding:1, 中型辐射屏蔽板
nuclearcraft:rad_shielding:2, 重型辐射屏蔽板
nuclearcraft:radiation_badge, 辐射徽章
nuclearcraft:radaway, 抗辐宁
nuclearcraft:radaway_slow, 缓效抗辐宁
nuclearcraft:rad_x, 降辐剂
nuclearcraft:portable_ender_chest, 便携末影箱
nuclearcraft:dominos, Domino的大餐
nuclearcraft:flour, 面粉
nuclearcraft:graham_cracker, 全麦饼干
nuclearcraft:roasted_cocoa_beans, 焙烤可可豆
nuclearcraft:ground_cocoa_nibs, 碎可可
nuclearcraft:cocoa_butter, 可可脂
nuclearcraft:cocoa_solids, 可可粉
nuclearcraft:unsweetened_chocolate, 无糖巧克力
nuclearcraft:dark_chocolate, 黑巧克力
nuclearcraft:milk_chocolate, 牛奶巧克力
nuclearcraft:gelatin, 明胶
nuclearcraft:marshmallow, 棉花糖
nuclearcraft:smore, 棉花糖巧克力夹心饼干
nuclearcraft:moresmore, 双层棉花糖巧克力夹心饼干
nuclearcraft:foursmore, 四层棉花糖巧克力夹心饼干
nuclearcraft:record_wanderer, 音乐唱片
nuclearcraft:record_end_of_the_world, 音乐唱片
nuclearcraft:record_money_for_nothing, 音乐唱片
nuclearcraft:record_hyperspace, 音乐唱片
nuclearcraft:sword_boron, 硼剑
nuclearcraft:pickaxe_boron, 硼镐
nuclearcraft:shovel_boron, 硼锹
nuclearcraft:axe_boron, 硼斧
nuclearcraft:hoe_boron, 硼锄
nuclearcraft:spaxelhoe_boron, 硼斫石锄
nuclearcraft:sword_tough, 高强合金剑
nuclearcraft:pickaxe_tough, 高强合金镐
nuclearcraft:shovel_tough, 高强合金锹
nuclearcraft:axe_tough, 高强合金斧
nuclearcraft:hoe_tough, 高强合金锄
nuclearcraft:spaxelhoe_tough, 高强合金斫石锄
nuclearcraft:sword_hard_carbon, 硬碳合金剑
nuclearcraft:pickaxe_hard_carbon, 硬碳合金镐
nuclearcraft:shovel_hard_carbon, 硬碳合金锹
nuclearcraft:axe_hard_carbon, 硬碳合金斧
nuclearcraft:hoe_hard_carbon, 硬碳合金锄
nuclearcraft:spaxelhoe_hard_carbon, 硬碳合金斫石锄
nuclearcraft:sword_boron_nitride, 氮化硼剑
nuclearcraft:pickaxe_boron_nitride, 氮化硼镐
nuclearcraft:shovel_boron_nitride, 氮化硼锹
nuclearcraft:axe_boron_nitride, 氮化硼斧
nuclearcraft:hoe_boron_nitride, 氮化硼锄
nuclearcraft:spaxelhoe_boron_nitride, 氮化硼斫石锄
nuclearcraft:helm_boron, 硼头盔
nuclearcraft:chest_boron, 硼胸甲
nuclearcraft:legs_boron, 硼护腿
nuclearcraft:boots_boron, 硼靴子
nuclearcraft:helm_tough, 高强合金头盔
nuclearcraft:chest_tough, 高强合金胸甲
nuclearcraft:legs_tough, 高强合金护腿
nuclearcraft:boots_tough, 高强合金靴子
nuclearcraft:helm_hard_carbon, 硬碳合金头盔
nuclearcraft:chest_hard_carbon, 硬碳合金胸甲
nuclearcraft:legs_hard_carbon, 硬碳合金护腿
nuclearcraft:boots_hard_carbon, 硬碳合金靴子
nuclearcraft:helm_boron_nitride, 氮化硼头盔
nuclearcraft:chest_boron_nitride, 氮化硼胸甲
nuclearcraft:legs_boron_nitride, 氮化硼护腿
nuclearcraft:boots_boron_nitride, 氮化硼靴子
nuclearcraft:helm_hazmat, 防护服头罩
nuclearcraft:chest_hazmat, 防护服上衣
nuclearcraft:legs_hazmat, 防护服护腿
nuclearcraft:boots_hazmat, 防护服靴子
nuclearcraft:fluid_oxygen, 氧
nuclearcraft:fluid_hydrogen, 氢
nuclearcraft:fluid_deuterium, 氘
nuclearcraft:fluid_tritium, 氚
nuclearcraft:fluid_helium_3, 氦-3
nuclearcraft:fluid_helium, 氦
nuclearcraft:fluid_boron_10, 熔融硼-10
nuclearcraft:fluid_boron_11, 熔融硼-11
nuclearcraft:fluid_lithium_6, 熔融锂-6
nuclearcraft:fluid_lithium_7, 熔融锂-7
nuclearcraft:fluid_steel, 熔融钢
nuclearcraft:fluid_ferroboron, 熔融硼铁合金
nuclearcraft:fluid_tough, 熔融高强合金
nuclearcraft:fluid_hard_carbon, 熔融硬碳合金
nuclearcraft:fluid_beryllium, 熔融铍
nuclearcraft:fluid_zirconium, 熔融锆
nuclearcraft:fluid_manganese_dioxide, 熔融二氧化锰
nuclearcraft:fluid_sulfur, 熔融硫
nuclearcraft:fluid_liquid_helium, 液氦
nuclearcraft:fluid_liquid_nitrogen, 液氮
nuclearcraft:fluid_heavy_water, 重水
nuclearcraft:fluid_lead_platinum, 熔融铅铂合金
nuclearcraft:fluid_enderium, 熔融末影
nuclearcraft:fluid_plasma, 等离子体
nuclearcraft:fluid_ethanol, 乙醇
nuclearcraft:fluid_methanol, 甲醇
nuclearcraft:fluid_radaway, 抗辐宁流体
nuclearcraft:fluid_radaway_slow, 缓效抗辐宁流体
nuclearcraft:fluid_redstone_ethanol, 注红石乙醇
nuclearcraft:fluid_nitrogen, 氮
nuclearcraft:fluid_fluorine, 氟
nuclearcraft:fluid_carbon_dioxide, 二氧化碳
nuclearcraft:fluid_carbon_monoxide, 一氧化碳
nuclearcraft:fluid_ethene, 乙烯
nuclearcraft:fluid_fluoromethane, 氟甲烷
nuclearcraft:fluid_ammonia, 氨
nuclearcraft:fluid_oxygen_difluoride, 二氟化氧
nuclearcraft:fluid_diborane, 乙硼烷
nuclearcraft:fluid_sulfur_dioxide, 二氧化硫
nuclearcraft:fluid_sulfur_trioxide, 三氧化硫
nuclearcraft:fluid_hydrofluoric_acid, 氢氟酸
nuclearcraft:fluid_boric_acid, 硼酸
nuclearcraft:fluid_sulfuric_acid, 硫酸
nuclearcraft:fluid_boron_nitride_solution, 氮化硼溶液
nuclearcraft:fluid_fluorite_water, 氟石溶液
nuclearcraft:fluid_calcium_sulfate_solution, 硫酸钙溶液
nuclearcraft:fluid_sodium_fluoride_solution, 氟化钠溶液
nuclearcraft:fluid_potassium_fluoride_solution, 氟化钾溶液
nuclearcraft:fluid_sodium_hydroxide_solution, 氢氧化钠溶液
nuclearcraft:fluid_potassium_hydroxide_solution, 氢氧化钾溶液
nuclearcraft:fluid_borax_solution, 硼砂溶液
nuclearcraft:fluid_irradiated_borax_solution, 辐照硼砂溶液
nuclearcraft:fluid_corium, 堆芯熔融物
nuclearcraft:fluid_ice, 碎冰
nuclearcraft:fluid_slurry_ice, 泥状冰
nuclearcraft:fluid_chocolate_liquor, 可可浆
nuclearcraft:fluid_cocoa_butter, 可可脂
nuclearcraft:fluid_unsweetened_chocolate, 熔化无糖巧克力
nuclearcraft:fluid_dark_chocolate, 熔化黑巧克力
nuclearcraft:fluid_milk_chocolate, 熔化牛奶巧克力
nuclearcraft:fluid_sugar, 熔糖
nuclearcraft:fluid_gelatin, 熔融明胶
nuclearcraft:fluid_hydrated_gelatin, 水合明胶
nuclearcraft:fluid_marshmallow, 溶糖丝
nuclearcraft:fluid_milk, 牛奶
nuclearcraft:fluid_lif, 熔融氟化锂
nuclearcraft:fluid_bef2, 熔融氟化铍
nuclearcraft:fluid_flibe, 熔融氟锂铍盐混合物
nuclearcraft:fluid_naoh, 熔融氢氧化钠
nuclearcraft:fluid_koh, 熔融氢氧化钾
nuclearcraft:fluid_high_pressure_steam, 高压蒸汽
nuclearcraft:fluid_exhaust_steam, 废蒸汽
nuclearcraft:fluid_low_pressure_steam, 低压蒸汽
nuclearcraft:fluid_low_quality_steam, 低质蒸汽
nuclearcraft:fluid_preheated_water, 预热水
nuclearcraft:fluid_condensate_water, 冷凝水
nuclearcraft:fluid_sodium, 熔融钠
nuclearcraft:fluid_potassium, 熔融钾
nuclearcraft:fluid_nak, 共晶钠钾合金
nuclearcraft:fluid_nak_hot, 热共晶钠钾合金
nuclearcraft:fluid_emergency_coolant, 应急冷却液
nuclearcraft:fluid_emergency_coolant_heated, 高温应急冷却液
nuclearcraft:fluid_arsenic, 砷蒸汽
nuclearcraft:fluid_bas, 熔融砷化硼
nuclearcraft:fluid_sic_vapor, 碳化硅蒸汽
nuclearcraft:fluid_alugentum, 熔融银铝
nuclearcraft:fluid_alumina, 熔融铁矾土
nuclearcraft:fluid_strontium_90, 熔融锶-90
nuclearcraft:fluid_molybdenum, 熔融钼
nuclearcraft:fluid_ruthenium_106, 熔融钌-106
nuclearcraft:fluid_caesium_137, 熔融铯-137
nuclearcraft:fluid_promethium_147, 熔融钷-147
nuclearcraft:fluid_europium_155, 熔融铕-155
practicallogistics2:hammer, 锻造锤
practicallogistics2:hammer_air, 锻造锤
practicallogistics2:sapphireore, 蓝宝石矿石
practicallogistics2:inforeader, 信息读取器
practicallogistics2:inventoryreader, 存储读取器
practicallogistics2:fluidreader, 流体读取器
practicallogistics2:energyreader, 能量读取器
practicallogistics2:networkreader, 网络读取器
practicallogistics2:array, 阵列器
practicallogistics2:entitynode, 实体节点
practicallogistics2:transfernode, 传输节点
practicallogistics2:redstonenode, 红石节点
practicallogistics2:clock, 时钟
practicallogistics2:redstonesignaller, 红石信号器
practicallogistics2:minidisplay, 迷你显示屏
practicallogistics2:displayscreen, 显示屏
practicallogistics2:largedisplayscreen, 大型显示屏
practicallogistics2:holographicdisplay, 全息显示屏
practicallogistics2:advancedholographicdisplay, 高级全息显示屏
practicallogistics2:datacable, 数据传输电缆
practicallogistics2:redstonecable, 红石传输电缆
practicallogistics2:node, 节点
practicallogistics2:dataemitter, 数据发送器
practicallogistics2:datareceiver, 数据接收器
practicallogistics2:redstoneemitter, 无线红石发送器
practicallogistics2:redstonereceiver, 无线红石接收器
practicallogistics2:sapphire, 蓝宝石
practicallogistics2:sapphiredust, 蓝宝石粉末
practicallogistics2:stoneplate, 石板
practicallogistics2:signallingplate, 信号板
practicallogistics2:wirelessplate, 无线板
practicallogistics2:etchedplate, 腐蚀板
practicallogistics2:transceiver, 无线接收器
practicallogistics2:entitytransceiver, 实体无线接收器
practicallogistics2:wirelessstorage, 无线存储读取器
practicallogistics2:operator, 操纵工具
practicallogistics2:plguide, Practical Logistics指导手册
qmd:beamline, 束流管道
qmd:linear_accelerator_controller, 线性加速器控制器
qmd:ring_accelerator_controller, 同步加速器控制器
qmd:accelerator_beam, 加速器束流方块
qmd:accelerator_casing, 加速器外壳
qmd:accelerator_computer_port, 加速器电脑端口
qmd:accelerator_redstone_port, 加速器红石端口
qmd:accelerator_port, 加速器物品端口
qmd:accelerator_glass, 透明加速器外壳
qmd:accelerator_vent, 加速器冷却剂出入口
qmd:accelerator_beam_port, 加速器束流端口
qmd:accelerator_synchrotron_port, 加速器同步端口
qmd:accelerator_cavity:0, 铜射频腔
qmd:accelerator_cavity:1, 二硼化镁射频腔
qmd:accelerator_cavity:2, 铌锡合金射频腔
qmd:accelerator_cavity:3, 铌钛合金射频腔
qmd:accelerator_cavity:4, 铋锶钙铜氧化物射频腔
qmd:accelerator_magnet:0, 铜加速器电磁铁
qmd:accelerator_magnet:1, 二硼化镁加速器电磁铁
qmd:accelerator_magnet:2, 铌锡合金加速器电磁铁
qmd:accelerator_magnet:3, 铌钛合金加速器电磁铁
qmd:accelerator_magnet:4, 铋锶钙铜氧化物加速器电磁铁
qmd:accelerator_yoke, 加速器电磁轭
qmd:accelerator_cooler1:0, 水加速器冷却器
qmd:accelerator_cooler1:1, 铁加速器冷却器
qmd:accelerator_cooler1:2, 红石加速器冷却器
qmd:accelerator_cooler1:3, 石英加速器冷却器
qmd:accelerator_cooler1:4, 黑曜石加速器冷却器
qmd:accelerator_cooler1:5, 地狱砖加速器冷却器
qmd:accelerator_cooler1:6, 荧石加速器冷却器
qmd:accelerator_cooler1:7, 青金石加速器冷却器
qmd:accelerator_cooler1:8, 金加速器冷却器
qmd:accelerator_cooler1:9, 海晶石加速器冷却器
qmd:accelerator_cooler1:10, 史莱姆加速器冷却器
qmd:accelerator_cooler1:11, 末地石加速器冷却器
qmd:accelerator_cooler1:12, 紫珀加速器冷却器
qmd:accelerator_cooler1:13, 钻石加速器冷却器
qmd:accelerator_cooler1:14, 绿宝石加速器冷却器
qmd:accelerator_cooler1:15, 铜加速器冷却器
qmd:accelerator_cooler2:0, 锡加速器冷却器
qmd:accelerator_cooler2:1, 铅加速器冷却器
qmd:accelerator_cooler2:2, 硼加速器冷却器
qmd:accelerator_cooler2:3, 锂加速器冷却器
qmd:accelerator_cooler2:4, 镁加速器冷却器
qmd:accelerator_cooler2:5, 锰加速器冷却器
qmd:accelerator_cooler2:6, 铝加速器冷却器
qmd:accelerator_cooler2:7, 银加速器冷却器
qmd:accelerator_cooler2:8, 氟石加速器冷却器
qmd:accelerator_cooler2:9, 氟盐加速器冷却器
qmd:accelerator_cooler2:10, 方氟钾石加速器冷却器
qmd:accelerator_cooler2:11, 砷加速器冷却器
qmd:accelerator_cooler2:12, 液氮加速器冷却器
qmd:accelerator_cooler2:13, 液氦加速器冷却器
qmd:accelerator_cooler2:14, 末影加速器冷却器
qmd:accelerator_cooler2:15, 凛冰加速器冷却器
qmd:accelerator_source, 加速器离子源
qmd:accelerator_energy_port, 加速器能量端口
qmd:beam_diverter_controller, 束流转向器控制器
qmd:beam_splitter_controller, 束流分离器控制器
qmd:decelerator_controller, 减速器控制器
qmd:mass_spectrometer_controller, Mass Spectrometer Controller
qmd:accelerator_laser_ion_source, Accelerator Laser Ion Source
qmd:accelerator_ion_collector, Accelerator Ion Collector
qmd:target_chamber_controller, 靶室控制器
qmd:decay_chamber_controller, 衰变室控制器
qmd:beam_dump_controller, 束流收集器控制器
qmd:collision_chamber_controller, 碰撞室控制器
qmd:particle_chamber_beam, 粒子室束流方块
qmd:particle_chamber_casing, 粒子室外壳
qmd:particle_chamber_glass, 透明粒子室外壳
qmd:particle_chamber_beam_port, 粒子室束流端口
qmd:particle_chamber_detector:0, 气泡室探测器
qmd:particle_chamber_detector:1, 硅追踪器探测器
qmd:particle_chamber_detector:2, 线缆室探测器
qmd:particle_chamber_detector:3, 电磁铁热量计探测器
qmd:particle_chamber_detector:4, 强子热量计探测器
qmd:particle_chamber_energy_port, 粒子室能量端口
qmd:particle_chamber, 粒子室
qmd:particle_chamber_port, 粒子室物品端口
qmd:particle_chamber_fluid_port, 粒子室流体端口
qmd:ore_leacher, 矿石过滤器
qmd:irradiator, 辐照器
qmd:atmosphere_collector, 大气收集器
qmd:fission_reflector:0, 碳化钨中子反射器
qmd:fission_shield:0, 铪裂变中子防护屏
qmd:rtg_strontium, 锶放射性热电发电机
qmd:discharge_lamp:0, 放电灯
qmd:discharge_lamp:1, 氢放电灯
qmd:discharge_lamp:2, 氦放电灯
qmd:discharge_lamp:3, 氮放电灯
qmd:discharge_lamp:4, 氧放电灯
qmd:discharge_lamp:5, 氖放电灯
qmd:discharge_lamp:6, 氩放电灯
qmd:discharge_lamp2:0, 钠放电灯
qmd:discharge_lamp2:1, 汞放电灯
qmd:neutral_containment_controller, 奇异物质遏制室控制器
qmd:nucleosynthesis_chamber_controller, 核合成室控制器
qmd:containment_casing, 真空室外壳
qmd:containment_glass, 透明真空室外壳
qmd:containment_port, 真空室物品端口
qmd:containment_beam_port, 真空室束流端口
qmd:containment_vent, 真空室冷却剂出入口
qmd:containment_energy_port, 真空室能量端口
qmd:vacuum_chamber_fluid_port, 真空室流体端口
qmd:containment_coil, 真空室线圈
qmd:containment_laser, 真空室激光器
qmd:vacuum_chamber_beam, 真空室束流方块
qmd:vacuum_chamber_plasma_glass, 真空室等离子玻璃
qmd:vacuum_chamber_plasma_nozzle, 真空室等离子喷嘴
qmd:vacuum_chamber_heater:0, 铁真空室加热器
qmd:vacuum_chamber_heater:1, 红石真空室加热器
qmd:vacuum_chamber_heater:2, 石英真空室加热器
qmd:vacuum_chamber_heater:3, 黑曜石真空室加热器
qmd:vacuum_chamber_heater:4, 荧石真空室加热器
qmd:vacuum_chamber_heater:5, 青金石真空室加热器
qmd:vacuum_chamber_heater:6, 金真空室加热器
qmd:vacuum_chamber_heater:7, 钻石真空室加热器
qmd:vacuum_chamber_heater_vent, 真空室加热器出入口
qmd:vacuum_chamber_redstone_port, 真空室红石端口
qmd:strontium_90_block, 锶-90 块
qmd:block_green_luminous_paint, tile.qmd.block_green_luminous_paint.name
qmd:block_blue_luminous_paint, tile.qmd.block_blue_luminous_paint.name
qmd:block_orange_luminous_paint, tile.qmd.block_orange_luminous_paint.name
qmd:creative_particle_source, 创造粒子源
qmd:turbine_blade_super_alloy, 超级合金涡轮机转子叶片
qmd:dust:0, 钨粉
qmd:dust:1, 铌粉
qmd:dust:2, 铬粉
qmd:dust:3, 钛粉
qmd:dust:4, 钴粉
qmd:dust:5, 镍粉
qmd:dust:6, 铪粉
qmd:dust:7, 锌粉
qmd:dust:8, 锇粉
qmd:dust:9, 铱粉
qmd:dust:10, 铂粉
qmd:dust:11, 钠粉
qmd:dust:12, 钾粉
qmd:dust:13, 钙粉
qmd:dust:14, 锶粉
qmd:dust2:0, 钇粉
qmd:dust2:1, 钕粉
qmd:dust2:2, 碘粉
qmd:dust2:3, 钐粉
qmd:dust2:4, 铽粉
qmd:dust2:5, 铒粉
qmd:dust2:6, 镱粉
qmd:ingot:0, 钨锭
qmd:ingot:1, 铌锭
qmd:ingot:2, 铬锭
qmd:ingot:3, 钛锭
qmd:ingot:4, 钴锭
qmd:ingot:5, 镍锭
qmd:ingot:6, 铪锭
qmd:ingot:7, 锌锭
qmd:ingot:8, 锇锭
qmd:ingot:9, 铱锭
qmd:ingot:10, 铂锭
qmd:ingot:11, 钠锭
qmd:ingot:12, 钾锭
qmd:ingot:13, 钙锭
qmd:ingot:14, 锶锭
qmd:ingot2:0, 钇锭
qmd:ingot2:1, 钕锭
qmd:ingot2:2, 汞
qmd:ingot_alloy:0, 碳化钨锭
qmd:ingot_alloy:1, 铌锡合金锭
qmd:ingot_alloy:2, 不锈钢锭
qmd:ingot_alloy:3, 铌钛合金锭
qmd:ingot_alloy:4, 铱锇合金锭
qmd:ingot_alloy:5, 镍铬合金锭
qmd:ingot_alloy:6, 超级合金锭
qmd:source:0, 钨丝
qmd:source:1, 钠-22 源
qmd:source:2, 钴-60 源
qmd:source:3, 铱-192 源
qmd:source:4, 钙-48 源
qmd:isotope:0, 钠-22
qmd:isotope:1, 铍-7
qmd:isotope:2, 镁-24
qmd:isotope:3, 镁-26
qmd:isotope:4, 铀-234
qmd:isotope:5, 镤-231 粉
qmd:isotope:6, 钴-60
qmd:isotope:7, 铱-192
qmd:isotope:8, 钙-48
qmd:part:0, 空冷却器
qmd:part:1, 空探测器外壳
qmd:part:2, 钨酸铅闪烁体
qmd:part:3, 塑料闪烁体
qmd:part:4, 铋锶钙铜氧化物超导线缆
qmd:part:5, 掺钕钇铝石榴石杆
qmd:part:6, 镀金钨线缆
qmd:part:7, 空线缆室
qmd:part:8, 钕磁铁
qmd:part:9, 加速膛
qmd:part:10, 激光器组件
qmd:semiconductor:0, P 型掺杂硅
qmd:semiconductor:1, N 型掺杂硅
qmd:semiconductor:2, 硅晶柱
qmd:semiconductor:3, 硅晶圆
qmd:semiconductor:4, 基础处理器
qmd:semiconductor:5, 高级处理器
qmd:semiconductor:6, 精英处理器
qmd:chemical_dust:0, 氧化钨
qmd:chemical_dust:1, 铋锶钙铜氧化物粉
qmd:chemical_dust:2, 硝酸钠
qmd:chemical_dust:3, 氯化钠
qmd:chemical_dust:4, 氧化铜
qmd:chemical_dust:5, 氧化铪
qmd:chemical_dust:6, 氯化锶
qmd:chemical_dust:7, 硫化锌
qmd:waste_fission:0, 轻裂变废料
qmd:waste_fission:1, 重裂变废料
qmd:waste_spallation:0, 锎散裂废料
qmd:waste_spallation:1, 锫散裂废料
qmd:waste_spallation:2, 锔散裂废料
qmd:waste_spallation:3, 镅散裂废料
qmd:waste_spallation:4, 钚散裂废料
qmd:waste_spallation:5, 镎散裂废料
qmd:waste_spallation:6, 铀散裂废料
qmd:waste_spallation:7, 镤散裂废料
qmd:waste_spallation:8, 钍散裂废料
qmd:waste_spallation:9, 镭散裂废料
qmd:waste_spallation:10, 钋散裂废料
qmd:waste_spallation:11, 铋散裂废料
qmd:waste_spallation:12, 铅散裂废料
qmd:waste_spallation:13, 金散裂废料
qmd:waste_spallation:14, 铂散裂废料
qmd:waste_spallation:15, 铱散裂废料
qmd:waste_spallation2:0, 锇散裂废料
qmd:waste_spallation2:1, 钨散裂废料
qmd:waste_spallation2:2, 铪散裂废料
qmd:waste_spallation2:3, 汞散裂废料
qmd:sword_tungsten_carbide, 碳化钨剑
qmd:pickaxe_tungsten_carbide, 碳化钨镐
qmd:shovel_tungsten_carbide, 碳化钨锹
qmd:axe_tungsten_carbide, 碳化钨斧
qmd:hoe_tungsten_carbide, 碳化钨锄
qmd:flesh, 没那么腐的肉
qmd:potassium_iodine_tablet, Potassium Iodine Tablet
qmd:luminous_paint:0, 绿色射线发光染料
qmd:luminous_paint:1, 蓝色射线发光染料
qmd:luminous_paint:2, 橙色射线发光染料
qmd:cell:0, 空单元
qmd:cell:1, 反氢单元
qmd:cell:2, 反氘单元
qmd:cell:3, 反氚单元
qmd:cell:4, 反氦-3 单元
qmd:cell:5, 反氦单元
qmd:cell:6, 正电子偶素单元
qmd:cell:7, μ 子偶素单元
qmd:cell:8, τ 子偶素单元
qmd:cell:9, 胶子单元
qmd:lepton_cannon, 轻子炮
qmd:gluon_gun, 胶子枪
qmd:antimatter_launcher, 反物质发射器
qmd:beam_meter, 束流计
qmd:drill_basic, 采矿电钻
qmd:drill_advanced, 高级采矿电钻
qmd:copernicium:0, 鿔-291
qmd:copernicium:1, 鿔-291 碳化物
qmd:copernicium:2, 鿔-291 氧化物
qmd:copernicium:3, 鿔-291 氮化物
qmd:copernicium:4, 鿔-291-锆合金
qmd:pellet_copernicium:0, 混合物-291 燃料
qmd:pellet_copernicium:1, 混合物-291 燃料 碳化物
qmd:fuel_copernicium:0, 混合 TRISO-291 燃料颗粒
qmd:fuel_copernicium:1, 混合氧化物-291 燃料丸
qmd:fuel_copernicium:2, 混合氮化物-291 燃料丸
qmd:fuel_copernicium:3, 混合锆合金-291 燃料丸
qmd:depleted_fuel_copernicium:0, 枯竭混合 TRISO-291 燃料颗粒
qmd:depleted_fuel_copernicium:1, 枯竭混合氧化物-291 燃料丸
qmd:depleted_fuel_copernicium:2, 枯竭混合氮化物-291 燃料丸
qmd:depleted_fuel_copernicium:3, 枯竭混合锆合金-291 燃料丸
qmd:helm_hev, HEV 头盔
qmd:chest_hev, HEV 胸甲
qmd:legs_hev, HEV 护腿
qmd:boots_hev, HEV 靴子
qmd:fluid_hydrochloric_acid, 盐酸
qmd:fluid_nitric_acid, 硝酸
qmd:fluid_sodium_chloride_solution, 氯化钠溶液
qmd:fluid_sodium_nitrate_solution, 硝酸钠溶液
qmd:fluid_lead_nitrate_solution, 硝酸铅溶液
qmd:fluid_sodium_tungstate_solution, 钨酸钠溶液
qmd:fluid_lead_tungstate_solution, 钨酸铅溶液
qmd:fluid_liquid_hydrogen, 液氢
qmd:fluid_liquid_argon, 液氩
qmd:fluid_liquid_neon, 液氖
qmd:fluid_liquid_oxygen, 液氧
qmd:fluid_mercury, 汞
qmd:fluid_hot_mercury, 热汞
qmd:fluid_iodine, 液态碘
qmd:fluid_argon, 氩
qmd:fluid_neon, 氖
qmd:fluid_chlorine, 氯
qmd:fluid_nitric_oxide, 一氧化氮
qmd:fluid_nitrogen_dioxide, 二氧化氮
qmd:fluid_compressed_air, 压缩空气
qmd:fluid_silicon, 熔融硅
qmd:fluid_yag, 熔融钇铝石榴石
qmd:fluid_nd_yag, 熔融掺钕钇铝石榴石
